id,movie_id,info_type_id,info,note
858124,896746,17,"The title refers to the eighteenth century Irish ballad \The Wearing of the Green\"" about social conditions at time of the Irish Rebellion of 1798. A shamrock worn on your hat was a sign of support and possibility membership in the Society of the United Irishmen"," a republican revolutionary organization."""
6097340,1944480,3,Drama,
14087016,2116869,16,USA:3 October 2004,(Liberty Film Festival)
13549451,1750270,16,USA:29 October 1928,
8046112,2235547,4,Spanish,
7119939,379120,4,English,
11775747,109765,16,USA:9 September 2012,
9247125,1708122,1,19,
9516444,2117720,1,5,
13409089,1648799,16,UK:5 October 2008,(Raindance Film Festival)
3655462,1992616,2,Color,
2766165,2319632,5,USA:PG-13,(certificate #45356) (DVD edition)
4557624,1647933,8,USA,
3763224,2107261,2,Black and White,
6339490,2107608,3,Adult,
10598394,1639220,7,OFM:35 mm,
14720543,1754702,9,Unsichtbar. Lautlos. Tödlich. (Invisible. Silent. Deadly.),
2911276,159844,2,Color,
3499723,1829947,2,Color,
3163838,1126334,2,Color,
8927109,2415756,18,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",(studio)
10682842,1705675,7,PFM:35 mm,
11322195,2287706,7,RAT:1.78 : 1 / (high definition),(High Definition)
11531510,2420085,7,PFM:35 mm,
8709915,1975620,18,"Barcelona, Cataluña, Spain",
10441608,1045055,7,PFM:35 mm,
7263685,910039,4,German,
13483950,1704262,16,USA:August 2011,(Columbia Gorge International Film Festival)
1049752,2168609,17,"In some scenes, 'Robert Wise (I)' (qv) used infra-red film to give them a slightly distorted feel.",
2302952,2188862,98,"When perfection leads to destruction... When forgiveness leads to redemption... When love leads to death. Paolo falls apart after loosing his job and gets caught up in the downward spiral of alcohol and drug abuse. As a result, his wife Francesca leaves him taking with her their ten year old daughter, Maria. What follows is Paolo's personal progression through Hell, Purgatory and finally Heaven, true to the Divine Comedy format as well as the romanticism of Keats' poetry. Watching his own mistakes, he understands how he destroyed his family and gets the redemption, allowing him to die in peace. In his very own vision of Heaven, he joins his wife and daughter who are waiting for him at the edge of the sea.",Anonymous
13582549,1772660,16,Bahrain:10 January 2013,
3393557,1717873,2,Black and White,
10564612,1442587,7,RAT:1.33 : 1,
4826228,1901737,8,Romania,
8345913,295561,18,"Hawthorne, California, USA",
8625795,1806484,18,"Flensburg, Schleswig-Holstein, Germany",
2768676,2324923,5,Spain:13,
14415895,2347634,16,USA:21 April 1995,
10793003,1808635,7,"CAM:Arriflex 535, Zeiss Lenses",
13930926,2015438,16,USA:14 June 1996,"(New York City, New York)"
4804824,1881289,8,Canada,
11778393,112427,16,France:17 February 1975,
5942882,1845887,3,Comedy,
14722044,1762972,9,"Through the eye of the cat, a twisted tail of macabre suspense from the author of CARRIE, The SHINING and THE DEAD ZONE.",
7872177,2052791,4,Chinese,
11276749,2245044,7,PFM:35 mm,
8037581,2226645,4,Portuguese,
13705849,1859829,16,Mexico:17 April 2007,(Argenmex Film Festival)
14233603,2224054,16,USA:28 July 2006,(New York International Latino Film Festival)
14798922,2323460,9,"From the acclaimed director who saw BLUE CRUSH, then snuck into LILO & STITCH, then rented POINT BREAK...but only watched the first twenty minutes and returned it without rewinding.",
12125983,439676,16,USA:6 April 2010,
12747190,1027391,16,Japan:27 March 2003,
8651219,1856696,18,Mexico,
8554111,1664102,18,"Levittown, Long Island, New York, USA",
3014387,575117,2,Color,
4354009,831565,8,UK,
6691266,2332100,3,Short,
683019,2234134,15,Jimmy King: What's she gonna do boob em to death?,
7739366,1914406,4,Japanese,
13099184,1353264,16,USA:20 July 2005,
13059687,1316162,16,Brazil:1 April 2008,
4948036,2017365,8,Pakistan,
881818,1307485,17,WILHELM SCREAM: A man is shot during the ship-to-ship fighting at Fort Caroline.,
