ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2450918,32525,34,409091,1425841,2253,34586,128,234,621937,60,94.78,203.77,183.39,0.00,11003.40,5686.80,12226.20,660.20,0.00,11003.40,11663.60,5316.60
2452083,47698,53791,603903,1456583,5245,113359,4,304,7727309,88,73.94,151.57,9.09,0.00,799.92,6506.72,13338.16,23.99,0.00,799.92,823.91,-5706.80
2451659,36020,19751,42199,1745230,7000,138429,98,69,4475438,68,21.84,58.53,9.36,0.00,636.48,1485.12,3980.04,19.09,0.00,636.48,655.57,-848.64
2452042,54899,60819,441325,1260590,152,230798,144,10,7301046,69,89.57,192.57,21.18,0.00,1461.42,6180.33,13287.33,87.68,0.00,1461.42,1549.10,-4718.91
2451911,74894,54877,736969,1233399,3874,180692,144,227,6606410,57,68.73,140.89,45.08,0.00,2569.56,3917.61,8030.73,179.86,0.00,2569.56,2749.42,-1348.05
2451214,49984,25810,415543,1194101,533,31136,144,352,2099487,70,100.00,226.00,108.48,0.00,7593.60,7000.00,15820.00,151.87,0.00,7593.60,7745.47,593.60
2452089,,19751,163994,,2682,13451,,72,7791876,,37.47,76.81,,,,861.81,,134.24,,1678.08,1812.32,816.27
2450967,61528,19750,528943,1810651,5121,20470,32,7,872543,41,100.00,194.00,143.56,1236.05,5885.96,4100.00,7954.00,92.99,1236.05,4649.91,4742.90,549.91
2450985,53780,41212,334874,1219142,4296,215645,106,176,1038524,53,11.42,26.95,14.28,0.00,756.84,605.26,1428.35,30.27,0.00,756.84,787.11,151.58
2451755,39331,41213,427216,1425068,2214,156687,7,291,5000720,64,84.36,172.93,110.67,0.00,7082.88,5399.04,11067.52,495.80,0.00,7082.88,7578.68,1683.84
,69352,8763,,1222431,,9286,22,,9045451,71,89.57,164.80,140.08,0.00,9945.68,6359.47,,,0.00,,10045.13,3586.21
2451389,52805,25810,682167,1345021,4283,103081,67,63,3223758,78,21.84,63.11,30.29,0.00,2362.62,1703.52,4922.58,0.00,0.00,2362.62,2362.62,659.10
2452842,66385,41214,706192,1775368,587,72348,80,285,11724454,91,58.31,125.36,60.17,1314.11,5475.47,5306.21,11407.76,208.06,1314.11,4161.36,4369.42,-1144.85
2451405,70983,41917,311844,1451271,699,263275,37,445,3380887,100,21.84,28.61,19.74,0.00,1974.00,2184.00,2861.00,177.66,0.00,1974.00,2151.66,-210.00
2451706,72732,18074,299483,428143,2387,15897,115,141,4664794,64,100.00,278.00,133.44,0.00,8540.16,6400.00,17792.00,170.80,0.00,8540.16,8710.96,2140.16
2451066,53562,25810,112944,1256543,5120,832,144,114,1457374,9,37.47,100.41,32.13,0.00,289.17,337.23,903.69,11.56,0.00,289.17,300.73,-48.06
2450932,49478,16621,640798,478725,1529,58135,104,53,653480,60,37.47,53.20,47.88,0.00,2872.80,2248.20,3192.00,172.36,0.00,2872.80,3045.16,624.60
2452421,36260,25812,441166,89878,7003,243969,67,441,9360732,83,47.89,47.89,33.04,0.00,2742.32,3974.87,3974.87,82.26,0.00,2742.32,2824.58,-1232.55
2452659,65468,2595,23075,1140150,3607,191785,144,111,10890604,32,79.15,103.68,93.31,209.01,2985.92,2532.80,3317.76,27.76,209.01,2776.91,2804.67,244.11
2450844,71489,41212,246058,1260631,564,176766,144,138,253479,87,79.15,212.12,67.87,0.00,5904.69,6886.05,18454.44,531.42,0.00,5904.69,6436.11,-981.36
2452531,66266,34239,430528,1310783,2210,120774,130,202,10165981,59,100.00,173.00,110.72,0.00,6532.48,5900.00,10207.00,326.62,0.00,6532.48,6859.10,632.48
2452074,49190,7285,673483,1189748,4048,190486,144,259,7624408,9,6.21,12.04,1.32,0.00,11.88,55.89,108.36,0.00,0.00,11.88,11.88,-44.01
2452374,34863,41820,350917,1541320,1829,179053,76,382,9165939,82,37.47,49.08,33.86,27.76,2776.52,3072.54,4024.56,219.90,27.76,2748.76,2968.66,-323.78
2451223,49672,61699,382302,124693,1853,10012,112,463,2214677,20,58.31,70.55,26.10,417.60,522.00,1166.20,1411.00,7.30,417.60,104.40,111.70,-1061.80
2452120,33305,21771,23820,1706489,410,108724,144,206,8138121,11,6.21,10.74,3.97,6.11,43.67,68.31,118.14,1.12,6.11,37.56,38.68,-30.75
2451836,36011,4147,13337,1916983,1193,39506,144,351,5760193,33,58.31,64.14,44.25,0.00,1460.25,1924.23,2116.62,58.41,0.00,1460.25,1518.66,-463.98
2451117,61697,14978,389070,798661,4769,369690,144,77,1575696,47,11.42,24.55,11.78,0.00,553.66,536.74,1153.85,11.07,0.00,553.66,564.73,16.92
2450914,71060,57016,722290,1459735,2933,112833,144,155,611389,66,68.73,83.16,39.91,0.00,2634.06,4536.18,5488.56,184.38,0.00,2634.06,2818.44,-1902.12
2451433,44110,20036,474904,102099,7197,195531,55,85,3631957,59,84.36,163.65,139.10,0.00,8206.90,4977.24,9655.35,410.34,0.00,8206.90,8617.24,3229.66
2451606,40670,42686,109484,651378,2390,210966,4,451,4352712,64,53.10,64.25,23.77,0.00,1521.28,3398.40,4112.00,121.70,0.00,1521.28,1642.98,-1877.12
2451987,41926,21147,626868,1338993,1520,145753,144,61,6944047,99,89.57,230.19,170.34,0.00,16863.66,8867.43,22788.81,1517.72,0.00,16863.66,18381.38,7996.23
2452180,33427,25811,202649,204771,1789,141663,121,336,8473541,67,11.42,16.21,7.78,0.00,521.26,765.14,1086.07,46.91,0.00,521.26,568.17,-243.88
2452507,55226,54877,652724,1210531,6334,143599,144,15,9928512,5,42.68,123.34,97.43,0.00,487.15,213.40,616.70,19.48,0.00,487.15,506.63,273.75
2451753,38909,18008,755930,635293,5274,325315,32,491,4981482,94,27.05,69.51,15.29,0.00,1437.26,2542.70,6533.94,43.11,0.00,1437.26,1480.37,-1105.44
2452155,40203,53269,706903,,284,,,,8381022,,21.84,42.36,,,284.62,305.76,,2.76,,276.09,278.85,
2452680,64340,60444,123299,1493899,478,185029,25,71,11050490,62,94.78,254.01,228.60,0.00,14173.20,5876.36,15748.62,283.46,0.00,14173.20,14456.66,8296.84
2451244,62681,10213,678162,1457959,1073,175308,55,26,2487661,39,27.05,66.81,46.09,1653.70,1797.51,1054.95,2605.59,8.62,1653.70,143.81,152.43,-911.14
2452853,51246,52071,552215,1727491,1243,132388,144,188,11797300,75,47.89,62.73,49.55,0.00,3716.25,3591.75,4704.75,260.13,0.00,3716.25,3976.38,124.50
2452117,33035,14835,351160,971691,5808,105074,55,205,8108399,98,89.57,221.23,174.77,10276.47,17127.46,8777.86,21680.54,137.01,10276.47,6850.99,6988.00,-1926.87
2451304,71953,26572,9039,1815212,334,179808,67,40,2733630,97,6.21,6.21,5.89,0.00,571.33,602.37,602.37,28.56,0.00,571.33,599.89,-31.04
,,41212,,,4391,,,,1515001,38,1.00,,,,34.20,38.00,38.00,,,,,
2451196,37171,20036,246757,1180601,6118,68064,144,222,2018260,6,11.42,13.81,9.52,0.00,57.12,68.52,82.86,0.57,0.00,57.12,57.69,-11.40
2451158,36716,41212,598158,601489,6119,20369,116,407,1868505,15,89.57,192.57,42.36,413.01,635.40,1343.55,2888.55,20.01,413.01,222.39,242.40,-1121.16
2452554,38703,30463,432336,1195837,1662,84302,144,419,10372558,14,27.05,52.47,33.58,329.08,470.12,378.70,734.58,1.41,329.08,141.04,142.45,-237.66
2452502,66156,54877,659158,1815191,2816,293448,144,445,9881367,96,47.89,118.28,43.76,1512.34,4200.96,4597.44,11354.88,80.65,1512.34,2688.62,2769.27,-1908.82
,53940,39983,276569,,5874,,,,8405693,41,,143.55,31.58,,1294.78,2604.32,5885.55,,,,,-1309.54
2451151,50732,22768,411177,1593751,5968,147879,80,176,1818288,79,100.00,110.00,24.20,0.00,1911.80,7900.00,8690.00,38.23,0.00,1911.80,1950.03,-5988.20
2450992,71031,16678,673383,562927,1198,12901,7,278,1105931,45,42.68,82.79,35.59,96.09,1601.55,1920.60,3725.55,135.49,96.09,1505.46,1640.95,-415.14
2450891,62915,3931,337076,88069,5269,65967,73,486,529897,73,89.57,183.61,145.05,0.00,10588.65,6538.61,13403.53,211.77,0.00,10588.65,10800.42,4050.04
2452155,41151,35719,648,562271,213,96943,86,516,8381339,73,53.10,64.25,44.33,0.00,3236.09,3876.30,4690.25,129.44,0.00,3236.09,3365.53,-640.21
2451894,64150,30463,719834,225175,248,176492,8,286,6407667,85,42.68,105.41,50.59,2408.08,4300.15,3627.80,8959.85,132.44,2408.08,1892.07,2024.51,-1735.73
2451516,64270,23863,196462,1468035,249,277636,50,325,3851527,83,47.89,98.17,5.89,0.00,488.87,3974.87,8148.11,29.33,0.00,488.87,518.20,-3486.00
2450858,42912,20450,588255,1189433,4770,180906,144,313,378047,88,42.68,96.45,91.62,0.00,8062.56,3755.84,8487.60,483.75,0.00,8062.56,8546.31,4306.72
2452175,31857,41581,347690,209861,582,59832,97,17,8452294,96,21.84,42.36,20.33,0.00,1951.68,2096.64,4066.56,156.13,0.00,1951.68,2107.81,-144.96
2451557,40906,53791,292000,1463687,2371,37430,115,118,4043195,49,47.89,57.94,52.14,0.00,2554.86,2346.61,2839.06,127.74,0.00,2554.86,2682.60,208.25
2451593,43273,37997,658501,1584689,4734,157425,144,260,4265976,75,42.68,118.65,43.90,0.00,3292.50,3201.00,8898.75,164.62,0.00,3292.50,3457.12,91.50
2452109,52269,8955,547459,1503213,6355,270991,144,187,8016719,69,58.31,113.12,18.09,0.00,1248.21,4023.39,7805.28,112.33,0.00,1248.21,1360.54,-2775.18
2451346,61724,51272,530170,1670302,257,22948,144,425,2981482,86,100.00,194.00,42.68,0.00,3670.48,8600.00,16684.00,330.34,0.00,3670.48,4000.82,-4929.52
2452084,42699,53791,641793,1587059,5490,318499,144,422,7733872,40,58.31,144.02,23.04,0.00,921.60,2332.40,5760.80,64.51,0.00,921.60,986.11,-1410.80
2451129,59757,45334,318469,885833,3848,226584,8,397,1640700,43,47.89,62.73,20.07,0.00,863.01,2059.27,2697.39,17.26,0.00,863.01,880.27,-1196.26
2452011,36970,39837,557905,454453,1532,254156,32,305,7107998,44,47.89,62.73,59.59,0.00,2621.96,2107.16,2760.12,26.21,0.00,2621.96,2648.17,514.80
2452096,55340,59245,335229,1233165,709,214621,144,444,7873478,30,53.10,58.41,40.30,1136.46,1209.00,1593.00,1752.30,4.35,1136.46,72.54,76.89,-1520.46
,37787,35759,,,293,,144,236,6164024,,1.00,2.36,1.86,,180.42,97.00,228.92,10.82,,180.42,,83.42
2452173,28805,43729,354405,642079,631,66641,4,76,8445315,100,11.42,28.20,1.69,0.00,169.00,1142.00,2820.00,5.07,0.00,169.00,174.07,-973.00
2452345,52081,24483,612552,1546914,2325,279091,128,335,9059060,13,37.47,53.20,28.19,0.00,366.47,487.11,691.60,29.31,0.00,366.47,395.78,-120.64
2451782,33485,53791,350254,1496102,7171,265947,144,459,5319149,100,11.42,22.15,15.28,0.00,1528.00,1142.00,2215.00,45.84,0.00,1528.00,1573.84,386.00
2452562,51084,34627,187013,1737820,4191,32465,91,139,10441044,76,21.84,31.01,16.43,574.39,1248.68,1659.84,2356.76,26.97,574.39,674.29,701.26,-985.55
2451413,45742,60818,363294,1205013,67,189984,144,182,3461986,97,94.78,234.10,63.20,0.00,6130.40,9193.66,22707.70,367.82,0.00,6130.40,6498.22,-3063.26
2452630,53897,19752,672815,1829760,6611,328199,37,432,10770657,42,42.68,96.45,66.55,503.11,2795.10,1792.56,4050.90,183.35,503.11,2291.99,2475.34,499.43
2452806,67209,19752,388485,1810375,3854,137089,109,508,11616616,46,100.00,300.00,111.00,0.00,5106.00,4600.00,13800.00,306.36,0.00,5106.00,5412.36,506.00
,,7157,,85179,,129509,,84,4029488,,,,75.00,,4275.00,,8907.39,,,,,951.33
,38927,41214,751609,,3926,65543,,376,11268712,9,,,,6.07,46.71,55.89,,,6.07,,43.89,
2452322,65621,13981,478,202401,2329,87206,144,277,8955321,76,100.00,268.00,29.48,0.00,2240.48,7600.00,20368.00,0.00,0.00,2240.48,2240.48,-5359.52
2452066,66310,7745,135258,751348,2012,137136,144,347,7541313,33,21.84,42.36,20.33,0.00,670.89,720.72,1397.88,46.96,0.00,670.89,717.85,-49.83
2452045,57780,41213,727021,1738420,4694,52081,144,142,7322137,66,37.47,104.16,38.53,0.00,2542.98,2473.02,6874.56,228.86,0.00,2542.98,2771.84,69.96
2452070,47660,16563,403908,644933,6565,284884,32,277,7587992,94,89.57,117.33,62.18,1811.92,5844.92,8419.58,11029.02,161.32,1811.92,4033.00,4194.32,-4386.58
2452211,49427,49193,230243,1216509,2333,111972,104,2,8582736,32,47.89,62.73,40.14,0.00,1284.48,1532.48,2007.36,51.37,0.00,1284.48,1335.85,-248.00
,,44932,487044,,,130501,144,,347937,43,68.73,,,,1882.97,2955.39,,,,,2052.43,-1072.42
2451058,33342,52105,592740,1322961,248,132235,8,23,1439956,31,58.31,82.80,43.88,0.00,1360.28,1807.61,2566.80,40.80,0.00,1360.28,1401.08,-447.33
2451241,32736,23863,613550,756879,1096,169073,32,410,2441783,52,42.68,55.91,15.09,0.00,784.68,2219.36,2907.32,47.08,0.00,784.68,831.76,-1434.68
2452239,50704,31319,692843,1473501,6107,211652,43,455,8678639,29,89.57,211.38,145.85,2157.12,4229.65,2597.53,6130.02,41.45,2157.12,2072.53,2113.98,-525.00
2452543,73518,23863,184225,1902483,2331,106902,94,334,10270850,48,1.00,2.89,1.67,0.00,80.16,48.00,138.72,1.60,0.00,80.16,81.76,32.16
2451897,44894,11465,502194,594489,1164,229176,32,449,6435640,45,89.57,164.80,60.97,1179.76,2743.65,4030.65,7416.00,78.19,1179.76,1563.89,1642.08,-2466.76
2452565,62754,46842,690782,1815550,1465,92297,144,28,10473356,39,1.00,2.89,1.67,0.00,65.13,39.00,112.71,0.65,0.00,65.13,65.78,26.13
2451420,55373,14834,296457,1457303,489,41214,86,18,3527100,60,73.94,89.46,61.72,0.00,3703.20,4436.40,5367.60,74.06,0.00,3703.20,3777.26,-733.20
,47083,13981,,,,,,,11326162,78,32.26,49.03,,,,,3824.34,,,267.71,273.06,-2248.57
2451309,63715,7102,656530,1577372,36,124179,55,14,2760462,5,27.05,58.15,9.30,0.00,46.50,135.25,290.75,0.46,0.00,46.50,46.96,-88.75
2452514,66226,44136,502000,87799,347,28672,43,181,9999487,76,11.42,22.15,11.73,0.00,891.48,867.92,1683.40,17.82,0.00,891.48,909.30,23.56
2450971,,36478,67305,1854430,6703,,32,,916341,,73.94,,,0.00,57.18,,,5.14,0.00,57.18,,-386.46
2452060,69600,4535,160392,1299685,3837,240583,55,91,7476891,23,84.36,172.93,119.32,0.00,2744.36,1940.28,3977.39,164.66,0.00,2744.36,2909.02,804.08
2452679,36264,13981,424434,557149,320,21759,144,174,11037932,1,58.31,149.85,8.99,0.00,8.99,58.31,149.85,0.71,0.00,8.99,9.70,-49.32
2451031,66704,12745,6334,1117652,87,185200,106,296,1365838,87,53.10,80.71,4.84,0.00,421.08,4619.70,7021.77,0.00,0.00,421.08,421.08,-4198.62
2452078,59102,20037,672477,751079,4693,344420,144,18,7675207,80,37.47,45.33,26.29,0.00,2103.20,2997.60,3626.40,189.28,0.00,2103.20,2292.48,-894.40
2452113,59016,51273,708838,768439,1602,175585,144,446,8064501,70,32.26,93.23,68.99,0.00,4829.30,2258.20,6526.10,241.46,0.00,4829.30,5070.76,2571.10
2452162,52955,20037,618547,1463045,2325,33402,144,324,8405013,84,47.89,88.11,79.29,0.00,6660.36,4022.76,7401.24,66.60,0.00,6660.36,6726.96,2637.60
2451888,68501,23015,307041,192719,3971,47998,128,259,6331581,27,21.84,56.12,17.95,179.32,484.65,589.68,1515.24,27.47,179.32,305.33,332.80,-284.35
2451988,69021,20037,566524,1266729,2022,20435,43,30,6955054,80,11.42,23.41,8.66,651.23,692.80,913.60,1872.80,1.66,651.23,41.57,43.23,-872.03
2452589,52143,19752,591812,1157280,5248,153741,142,173,10611122,99,47.89,68.00,32.64,0.00,3231.36,4741.11,6732.00,161.56,0.00,3231.36,3392.92,-1509.75
2452538,39465,22770,721114,1202491,1888,51525,91,368,10233326,11,58.31,107.29,11.80,0.00,129.80,641.41,1180.19,7.78,0.00,129.80,137.58,-511.61
2452130,49523,51273,173291,1548976,4780,7922,144,194,8255653,100,11.42,28.20,19.45,0.00,1945.00,1142.00,2820.00,116.70,0.00,1945.00,2061.70,803.00
2452382,36323,28926,8375,1857491,427,19266,144,449,9193603,13,89.57,192.57,92.43,0.00,1201.59,1164.41,2503.41,84.11,0.00,1201.59,1285.70,37.18
2452517,71881,41214,166052,1188429,244,63863,144,56,10030942,14,94.78,203.77,140.60,0.00,1968.40,1326.92,2852.78,157.47,0.00,1968.40,2125.87,641.48
2452079,64558,33575,719114,1189479,5798,237814,144,252,7684377,45,84.36,172.93,19.02,0.00,855.90,3796.20,7781.85,8.55,0.00,855.90,864.45,-2940.30
2451003,42126,3901,76038,1189118,449,93745,104,471,1177339,30,53.10,97.70,62.52,0.00,1875.60,1593.00,2931.00,75.02,0.00,1875.60,1950.62,282.60
2452250,32868,26151,305926,717600,5574,76297,144,442,8717292,15,89.57,173.76,74.71,1109.44,1120.65,1343.55,2606.40,0.89,1109.44,11.21,12.10,-1332.34
2452082,50610,18657,692255,1114529,3611,357541,128,393,7718526,38,21.84,35.59,20.64,305.88,784.32,829.92,1352.42,4.78,305.88,478.44,483.22,-351.48
2452509,48998,54877,481964,1522604,1189,158910,7,98,9946240,82,6.21,11.42,7.87,0.00,645.34,509.22,936.44,45.17,0.00,645.34,690.51,136.12
2452052,30115,30753,532421,288181,573,2572,76,102,7384790,63,21.84,44.77,33.12,0.00,2086.56,1375.92,2820.51,146.05,0.00,2086.56,2232.61,710.64
,,54877,541445,,4231,,55,433,3560510,43,37.47,92.55,,0.00,,1611.21,3979.65,250.70,0.00,3581.47,,1970.26
2452415,43173,54877,596160,432723,2067,155297,32,449,9331492,74,42.68,91.76,33.95,2361.56,2512.30,3158.32,6790.24,4.52,2361.56,150.74,155.26,-3007.58
2451329,57976,20036,56908,1503511,752,123071,144,308,2878806,2,53.10,58.41,40.30,45.13,80.60,106.20,116.82,3.19,45.13,35.47,38.66,-70.73
2451820,43879,22769,737978,1801682,286,126486,4,278,5608301,12,21.84,46.95,5.16,0.00,61.92,262.08,563.40,0.00,0.00,61.92,61.92,-200.16
2451515,45908,25810,104872,1782574,2365,112118,73,380,3848657,99,89.57,173.76,0.00,0.00,0.00,8867.43,17202.24,0.00,0.00,0.00,0.00,-8867.43
2451849,53653,54877,513022,96023,4242,218762,144,142,5887074,61,89.57,230.19,181.85,0.00,11092.85,5463.77,14041.59,110.92,0.00,11092.85,11203.77,5629.08
2451592,39910,45632,227921,367404,563,171680,109,472,4259500,16,47.89,47.89,43.10,124.12,689.60,766.24,766.24,0.00,124.12,565.48,565.48,-200.76
2452304,50909,51273,309193,1426171,3033,254196,91,120,8886425,38,58.31,113.12,59.95,0.00,2278.10,2215.78,4298.56,113.90,0.00,2278.10,2392.00,62.32
2452017,57500,60819,256566,1260133,6700,37275,55,3,7149272,35,27.05,52.47,49.84,0.00,1744.40,946.75,1836.45,139.55,0.00,1744.40,1883.95,797.65
2452081,37884,11623,287456,678908,5373,93773,144,188,7709752,95,11.42,22.15,15.28,0.00,1451.60,1084.90,2104.25,87.09,0.00,1451.60,1538.69,366.70
2451771,46679,15464,279676,1227692,700,166304,144,26,5184313,92,37.47,72.69,50.15,0.00,4613.80,3447.24,6687.48,230.69,0.00,4613.80,4844.49,1166.56
2451179,65910,60818,308167,1100781,1219,20519,80,132,1972147,67,53.10,114.16,0.00,0.00,0.00,3557.70,7648.72,0.00,0.00,0.00,0.00,-3557.70
,68472,22769,,1660309,5409,2474,,,7476357,,,,11.12,,789.52,,4935.21,,,,,-1423.15
2452727,52271,60081,197946,681421,7176,183183,144,77,11373343,25,89.57,183.61,165.24,3098.25,4131.00,2239.25,4590.25,72.29,3098.25,1032.75,1105.04,-1206.50
2451952,69112,753,680198,1843161,3903,326403,104,354,6724402,88,27.05,75.19,51.88,0.00,4565.44,2380.40,6616.72,410.88,0.00,4565.44,4976.32,2185.04
2451164,68279,51272,551375,1742541,4370,24161,55,277,1917015,91,21.84,42.36,2.54,0.00,231.14,1987.44,3854.76,6.93,0.00,231.14,238.07,-1756.30
2451235,51972,60818,76504,1255847,1727,163961,144,11,2365767,92,21.84,28.61,10.58,0.00,973.36,2009.28,2632.12,0.00,0.00,973.36,973.36,-1035.92
2451233,74929,61358,581298,1809717,213,72241,144,331,2342523,46,27.05,58.15,18.60,0.00,855.60,1244.30,2674.90,59.89,0.00,855.60,915.49,-388.70
2452350,40227,25675,581596,640881,2332,37858,144,231,9081753,64,47.89,52.67,52.67,0.00,3370.88,3064.96,3370.88,235.96,0.00,3370.88,3606.84,305.92
2450849,51862,11972,538674,143651,1190,19952,144,216,301725,79,21.84,35.59,18.86,0.00,1489.94,1725.36,2811.61,0.00,0.00,1489.94,1489.94,-235.42
,46216,25810,,724954,7050,,,,3083727,34,27.05,58.15,21.51,65.82,,919.70,,,65.82,,665.52,-254.18
2452584,65345,30463,576322,1213131,6280,266945,7,467,10591308,19,11.42,34.26,10.96,0.00,208.24,216.98,650.94,12.49,0.00,208.24,220.73,-8.74
2451514,43871,7790,375230,646853,354,105670,91,357,3846591,98,73.94,167.10,80.20,0.00,7859.60,7246.12,16375.80,628.76,0.00,7859.60,8488.36,613.48
2452686,43965,41214,475706,1856369,330,346032,32,335,11098060,70,100.00,184.00,136.16,0.00,9531.20,7000.00,12880.00,190.62,0.00,9531.20,9721.82,2531.20
2452048,61803,15331,291569,198237,4280,44526,55,424,7346509,5,47.89,62.73,36.38,0.00,181.90,239.45,313.65,16.37,0.00,181.90,198.27,-57.55
2452500,67800,61941,507853,646021,5094,72333,144,195,9860080,77,27.05,58.15,30.81,0.00,2372.37,2082.85,4477.55,189.78,0.00,2372.37,2562.15,289.52
,,22769,187190,,,,,28,6499077,85,58.31,,,3506.25,,4956.35,13282.95,258.18,3506.25,,,-2087.60
2452704,30631,30949,732290,437184,6097,188784,121,382,11242254,61,58.31,131.78,7.90,0.00,481.90,3556.91,8038.58,28.91,0.00,481.90,510.81,-3075.01
2452310,60555,30463,32444,709405,5128,5540,22,253,8903057,59,21.84,24.02,16.57,0.00,977.63,1288.56,1417.18,9.77,0.00,977.63,987.40,-310.93
2452099,40423,20037,182743,1151484,3999,97899,121,247,7903962,33,68.73,126.46,120.13,0.00,3964.29,2268.09,4173.18,118.92,0.00,3964.29,4083.21,1696.20
2452642,37122,8358,182710,1185023,1492,52897,98,295,10818599,57,73.94,190.02,190.02,0.00,10831.14,4214.58,10831.14,866.49,0.00,10831.14,11697.63,6616.56
2451447,38207,20408,749056,1462888,1731,233077,144,339,3671175,39,32.26,89.68,61.87,916.91,2412.93,1258.14,3497.52,29.92,916.91,1496.02,1525.94,237.88
2452583,39319,26647,294883,1224430,713,114044,94,157,10585012,82,68.73,90.03,62.12,0.00,5093.84,5635.86,7382.46,458.44,0.00,5093.84,5552.28,-542.02
2450999,69834,23863,113485,1789027,5444,22753,8,277,1153098,28,47.89,143.67,99.13,0.00,2775.64,1340.92,4022.76,138.78,0.00,2775.64,2914.42,1434.72
2451373,31983,30463,592512,215991,2628,101243,144,159,3129011,2,42.68,118.65,0.00,0.00,0.00,85.36,237.30,0.00,0.00,0.00,0.00,-85.36
2451752,29563,41213,596362,1176903,1534,55752,144,248,4960379,25,27.05,35.43,30.11,0.00,752.75,676.25,885.75,45.16,0.00,752.75,797.91,76.50
2452335,48229,13981,708821,389823,3794,30315,52,72,9016919,59,53.10,114.16,108.45,0.00,6398.55,3132.90,6735.44,127.97,0.00,6398.55,6526.52,3265.65
2451907,36884,51272,33042,1616869,1449,121966,144,189,6557593,55,68.73,112.02,88.49,0.00,4866.95,3780.15,6161.10,292.01,0.00,4866.95,5158.96,1086.80
2450924,41662,19750,216104,668000,4199,37403,144,247,636057,75,1.00,1.21,0.44,0.00,33.00,75.00,90.75,0.33,0.00,33.00,33.33,-42.00
2452514,37425,25812,303437,124063,5036,236808,73,15,9999624,80,21.84,53.94,19.95,0.00,1596.00,1747.20,4315.20,143.64,0.00,1596.00,1739.64,-151.20
2452432,53104,23283,216677,1260833,776,356909,144,60,9416885,73,63.52,103.53,38.30,0.00,2795.90,4636.96,7557.69,27.95,0.00,2795.90,2823.85,-1841.06
2452628,73396,49129,110311,1726851,1313,67412,144,222,10762395,96,100.00,205.00,151.70,0.00,14563.20,9600.00,19680.00,1165.05,0.00,14563.20,15728.25,4963.20
2452012,54616,32797,755383,605881,4125,139767,130,395,7114440,79,32.26,66.13,45.62,1333.47,3603.98,2548.54,5224.27,45.41,1333.47,2270.51,2315.92,-278.03
2452406,67466,35712,372855,1151748,1185,99226,144,430,9282810,13,58.31,76.38,60.34,0.00,784.42,758.03,992.94,0.00,0.00,784.42,784.42,26.39
2452123,73566,27969,69525,1249497,640,175571,32,135,8179501,58,42.68,60.60,29.08,0.00,1686.64,2475.44,3514.80,101.19,0.00,1686.64,1787.83,-788.80
2452089,70092,40747,346123,1306297,1233,110715,144,329,7793120,91,27.05,69.51,33.36,0.00,3035.76,2461.55,6325.41,91.07,0.00,3035.76,3126.83,574.21
2452710,50828,60690,439123,192671,5089,305769,144,193,11287163,58,53.10,114.16,25.11,0.00,1456.38,3079.80,6621.28,58.25,0.00,1456.38,1514.63,-1623.42
2452237,60519,25609,428483,1307124,3966,154407,55,487,8670534,26,73.94,89.46,80.51,0.00,2093.26,1922.44,2325.96,20.93,0.00,2093.26,2114.19,170.82
2451002,36360,22768,126786,136835,411,226722,144,134,1172056,97,27.05,58.15,12.79,0.00,1240.63,2623.85,5640.55,49.62,0.00,1240.63,1290.25,-1383.22
2452652,50547,4962,268558,1741747,7131,75702,144,431,10861848,97,16.63,41.07,15.19,0.00,1473.43,1613.11,3983.79,14.73,0.00,1473.43,1488.16,-139.68
2452845,60019,25812,147244,164745,1165,113876,76,430,11744107,62,21.84,33.19,10.62,0.00,658.44,1354.08,2057.78,52.67,0.00,658.44,711.11,-695.64
2452376,66507,26647,293994,1743941,3928,328532,144,159,9173291,77,21.84,37.78,13.97,0.00,1075.69,1681.68,2909.06,53.78,0.00,1075.69,1129.47,-605.99
2452144,62315,14067,298534,1765085,2189,106571,128,331,8339439,10,32.26,42.26,9.29,0.00,92.90,322.60,422.60,3.71,0.00,92.90,96.61,-229.70
2451079,63745,51272,,,5140,,,,1485525,22,84.36,,172.93,,,1855.92,,,,3804.46,3918.59,1948.54
2451657,42161,19751,546272,1496111,5407,101877,144,345,4466261,16,53.10,159.30,101.95,0.00,1631.20,849.60,2548.80,48.93,0.00,1631.20,1680.13,781.60
2452081,73439,54877,193182,1267591,5027,280109,144,233,7709672,20,100.00,194.00,194.00,0.00,3880.00,2000.00,3880.00,0.00,0.00,3880.00,3880.00,1880.00
2451241,63788,27914,397770,117733,3851,312646,116,35,2442509,82,27.05,61.13,32.39,0.00,2655.98,2218.10,5012.66,212.47,0.00,2655.98,2868.45,437.88
2450836,70892,26558,343605,1307581,1467,149030,97,429,185504,67,1.00,1.52,0.48,0.00,32.16,67.00,101.84,1.92,0.00,32.16,34.08,-34.84
2451411,70739,50557,408041,433203,4718,100305,144,405,3438086,97,11.42,18.61,5.02,0.00,486.94,1107.74,1805.17,34.08,0.00,486.94,521.02,-620.80
